Date,Ticker,Open,High,Low,Close,Volume
2021-05-14,NIFTY50,988.77,989.49,988.21,986.78,4181010
2021-05-17,NIFTY50,989.57,989.93,987.59,988.45,1167809
2021-05-18,NIFTY50,989.19,991.94,987.5,990.12,2559764
2021-05-19,NIFTY50,990.98,995.4,988.48,990.84,2539219
2021-05-20,NIFTY50,989.08,992.15,987.52,988.56,1286268
2021-05-21,NIFTY50,986.63,989.47,986.55,985.27,1395412
2021-05-24,NIFTY50,985.59,986.12,984.75,984.51,4993687
2021-05-25,NIFTY50,985.19,986.05,981.14,983.17,3489667
2021-05-26,NIFTY50,982.57,983.75,980.43,982.47,1096651
2021-05-27,NIFTY50,982.01,985.2,978.18,981.41,2295125
2021-05-28,NIFTY50,985.95,986.87,983.39,984.98,1085395
2021-05-31,NIFTY50,987.38,991.43,987.0,987.31,3632785
2021-06-01,NIFTY50,987.68,990.41,985.67,988.05,4008128
2021-06-02,NIFTY50,987.14,987.52,984.63,989.23,2869085
2021-06-03,NIFTY50,988.6,989.93,988.23,987.09,4538301
2021-06-04,NIFTY50,984.18,985.03,982.31,985.34,4867488
2021-06-07,NIFTY50,987.19,987.23,987.17,988.17,4682071
2021-06-08,NIFTY50,986.78,988.06,981.04,986.0,1365837
2021-06-09,NIFTY50,990.11,991.09,986.77,990.31,2133859
2021-06-10,NIFTY50,992.77,996.37,990.65,992.31,2093060
2021-06-11,NIFTY50,992.2,992.58,991.85,992.38,3698954
2021-06-14,NIFTY50,990.92,992.36,989.38,992.43,4235863
2021-06-15,NIFTY50,986.51,989.1,985.63,987.12,3395067
2021-06-16,NIFTY50,993.69,995.6,992.22,994.2,4651422
2021-06-17,NIFTY50,991.61,992.55,991.15,991.18,1188726
2021-06-18,NIFTY50,993.04,996.0,989.32,991.55,2488332
2021-06-21,NIFTY50,993.99,994.7,992.78,993.78,1214223
2021-06-22,NIFTY50,998.31,998.93,997.71,999.51,3993868
2021-06-23,NIFTY50,994.55,994.55,993.27,993.02,2165975
2021-06-24,NIFTY50,995.0,997.5,992.89,993.95,2939893
2021-06-25,NIFTY50,999.51,1000.72,998.78,999.64,3612761
2021-06-28,NIFTY50,997.89,999.66,997.6,996.91,2995457
2021-06-29,NIFTY50,996.76,997.67,995.0,995.97,2013071
2021-06-30,NIFTY50,996.59,997.53,995.16,996.16,2229221
2021-07-01,NIFTY50,995.5,996.03,993.13,994.14,1698093
2021-07-02,NIFTY50,992.33,993.21,989.46,991.36,4275072
2021-07-05,NIFTY50,991.88,992.01,991.4,992.58,4288560
2021-07-06,NIFTY50,990.33,994.53,990.24,989.02,2686090
2021-07-07,NIFTY50,989.96,990.46,988.15,988.37,1623538
2021-07-08,NIFTY50,989.82,990.54,987.47,989.19,1287906
2021-07-09,NIFTY50,992.13,993.42,990.8,992.86,4327786
2021-07-12,NIFTY50,990.55,992.04,986.66,990.35,2738268
2021-07-13,NIFTY50,991.29,991.65,989.53,990.82,4316900
2021-07-14,NIFTY50,994.23,995.52,993.47,994.27,2184592
2021-07-15,NIFTY50,991.39,994.03,990.93,989.64,3145977
2021-07-16,NIFTY50,989.46,992.3,988.16,989.95,3111029
2021-07-19,NIFTY50,992.75,993.95,992.32,993.13,3520358
2021-07-20,NIFTY50,991.57,995.3,989.82,991.16,3226217
2021-07-21,NIFTY50,990.11,992.13,988.35,991.12,1632731
2021-07-22,NIFTY50,991.49,992.86,990.05,990.36,1361756
2021-07-23,NIFTY50,993.93,995.51,992.1,995.06,3214826
2021-07-26,NIFTY50,990.04,993.98,987.33,990.19,4260802
2021-07-27,NIFTY50,988.57,990.35,986.23,988.23,3021363
2021-07-28,NIFTY50,988.27,990.7,988.01,988.25,1517257
2021-07-29,NIFTY50,989.7,991.16,989.54,989.59,1396474
2021-07-30,NIFTY50,991.22,991.25,990.11,992.44,2300457
2021-08-02,NIFTY50,990.1,992.01,988.38,989.03,1031629
2021-08-03,NIFTY50,990.88,991.69,990.82,990.11,1955083
2021-08-04,NIFTY50,990.98,992.35,986.68,992.02,2202606
2021-08-05,NIFTY50,992.24,992.45,990.49,991.64,2481257
2021-08-06,NIFTY50,990.58,991.75,987.46,991.48,3051933
2021-08-09,NIFTY50,995.55,999.51,992.55,997.25,3899359
2021-08-10,NIFTY50,995.36,998.49,994.7,994.96,2518367
2021-08-11,NIFTY50,992.52,995.76,992.1,993.21,4633577
2021-08-12,NIFTY50,994.49,994.7,993.23,993.34,3786719
2021-08-13,NIFTY50,993.06,994.86,992.49,993.82,4561497
2021-08-16,NIFTY50,994.24,996.9,991.4,994.44,4124594
2021-08-17,NIFTY50,996.65,997.03,991.67,997.12,3019712
2021-08-18,NIFTY50,994.37,996.21,991.81,993.72,1262199
2021-08-19,NIFTY50,996.43,996.69,995.76,994.77,3870524
2021-08-20,NIFTY50,996.62,999.64,994.2,997.12,2137273
2021-08-23,NIFTY50,1001.51,1004.42,999.36,999.45,3785385
2021-08-24,NIFTY50,1002.41,1002.44,999.06,1002.1,4247233
2021-08-25,NIFTY50,1002.57,1005.08,1000.68,1003.52,4488592
2021-08-26,NIFTY50,1001.14,1001.87,998.83,1001.33,4867293
2021-08-27,NIFTY50,1001.08,1002.85,998.8,1003.02,2913207
2021-08-30,NIFTY50,998.35,999.2,997.68,999.38,2204966
2021-08-31,NIFTY50,999.84,1005.05,997.97,999.19,1033734
2021-09-01,NIFTY50,998.7,999.1,998.27,998.73,1213299
2021-09-02,NIFTY50,1000.31,1001.18,998.26,1000.26,3771034
2021-09-03,NIFTY50,1000.95,1001.76,998.75,999.37,1142728
2021-09-06,NIFTY50,1004.06,1006.53,1001.93,1003.12,1671253
2021-09-07,NIFTY50,1003.73,1005.87,1002.67,1003.17,2553185
2021-09-08,NIFTY50,1004.8,1006.16,1004.08,1002.76,3900077
2021-09-09,NIFTY50,1010.66,1013.05,1007.14,1010.71,3494000
2021-09-10,NIFTY50,1011.79,1015.35,1011.79,1011.55,3717312
2021-09-13,NIFTY50,1009.58,1010.22,1007.22,1007.91,2006152
2021-09-14,NIFTY50,1007.59,1008.6,1006.7,1008.0,3421075
2021-09-15,NIFTY50,1008.83,1009.0,1004.66,1009.55,1693812
2021-09-16,NIFTY50,1008.3,1008.99,1006.27,1008.52,2717202
2021-09-17,NIFTY50,1010.93,1011.91,1010.21,1010.61,2431907
2021-09-20,NIFTY50,1013.23,1014.58,1012.39,1013.82,4262331
2021-09-21,NIFTY50,1010.41,1010.48,1010.31,1011.09,4993767
2021-09-22,NIFTY50,1008.01,1010.18,1006.04,1008.32,2589804
2021-09-23,NIFTY50,1006.36,1008.53,1004.12,1005.54,4825091
2021-09-24,NIFTY50,1008.23,1009.59,1003.59,1008.51,1652168
2021-09-27,NIFTY50,1006.66,1008.96,1006.27,1007.86,3719848
2021-09-28,NIFTY50,1009.63,1010.97,1007.83,1009.04,1821247
2021-09-29,NIFTY50,1007.28,1008.21,1004.18,1009.38,4831957
2021-09-30,NIFTY50,1005.5,1008.95,1004.98,1004.97,3146449
2021-10-01,NIFTY50,1007.49,1008.85,1005.28,1007.52,3157259
2021-10-04,NIFTY50,1006.88,1009.27,1005.93,1006.21,3442089
2021-10-05,NIFTY50,1005.28,1007.24,1005.28,1005.51,3507050
2021-10-06,NIFTY50,1005.67,1006.6,1004.5,1003.93,4689638
2021-10-07,NIFTY50,1003.11,1004.03,1000.93,1002.56,1292552
2021-10-08,NIFTY50,1003.49,1005.06,1001.82,1002.4,3761349
2021-10-11,NIFTY50,1005.08,1005.58,1003.25,1005.21,3030290
2021-10-12,NIFTY50,1006.77,1007.97,1003.68,1007.77,2195055
2021-10-13,NIFTY50,1010.24,1013.08,1007.06,1010.88,2208957
2021-10-14,NIFTY50,1006.78,1010.25,1005.63,1004.41,3037998
2021-10-15,NIFTY50,1006.01,1007.96,1003.21,1008.05,2141766
2021-10-18,NIFTY50,1005.35,1005.52,1002.66,1005.64,4557839
2021-10-19,NIFTY50,1008.36,1009.98,1005.63,1007.58,1776644
2021-10-20,NIFTY50,1009.99,1011.65,1009.69,1010.15,3065167
2021-10-21,NIFTY50,1014.97,1016.02,1013.97,1015.15,4363712
2021-10-22,NIFTY50,1018.58,1019.42,1014.99,1017.91,1524658
2021-10-25,NIFTY50,1021.81,1024.61,1020.39,1022.0,2424932
2021-10-26,NIFTY50,1021.38,1022.68,1020.89,1020.77,1786918
2021-10-27,NIFTY50,1025.66,1028.67,1023.61,1025.26,2858770
2021-10-28,NIFTY50,1023.88,1025.98,1021.42,1023.19,3648053
2021-10-29,NIFTY50,1024.37,1026.37,1022.44,1022.94,4913892
2021-11-01,NIFTY50,1023.57,1024.34,1020.32,1023.72,1003196
2021-11-02,NIFTY50,1023.81,1024.32,1023.25,1024.4,2549648
2021-11-03,NIFTY50,1022.46,1026.45,1019.28,1022.98,4657919
2021-11-04,NIFTY50,1023.19,1029.41,1021.83,1024.01,4371737
2021-11-05,NIFTY50,1026.46,1027.67,1026.18,1026.78,2935573
2021-11-08,NIFTY50,1023.91,1024.28,1022.87,1023.38,2911357
2021-11-09,NIFTY50,1023.8,1024.87,1023.12,1024.64,3948423
2021-11-10,NIFTY50,1021.98,1023.76,1021.12,1020.62,4580860
2021-11-11,NIFTY50,1020.34,1020.98,1020.19,1019.44,4678588
2021-11-12,NIFTY50,1022.79,1026.38,1021.6,1021.83,3603680
2021-11-15,NIFTY50,1024.99,1025.45,1024.66,1026.07,2470017
2021-11-16,NIFTY50,1022.79,1023.79,1022.63,1023.73,3667293
2021-11-17,NIFTY50,1020.98,1022.31,1016.72,1021.46,3015470
2021-11-18,NIFTY50,1020.73,1021.58,1019.82,1021.81,3784787
2021-11-19,NIFTY50,1020.15,1021.83,1018.19,1019.27,1858811
2021-11-22,NIFTY50,1022.21,1023.45,1019.91,1022.56,2164650
2021-11-23,NIFTY50,1021.33,1022.45,1017.96,1021.21,4598840
2021-11-24,NIFTY50,1022.31,1024.51,1018.72,1023.15,3664649
2021-11-25,NIFTY50,1024.77,1025.65,1022.06,1024.65,4636119
2021-11-26,NIFTY50,1025.93,1027.49,1024.52,1025.55,4057143
2021-11-29,NIFTY50,1021.48,1022.4,1017.58,1022.02,4556995
2021-11-30,NIFTY50,1022.4,1025.75,1021.35,1023.28,2667108
2021-12-01,NIFTY50,1020.89,1020.9,1020.53,1020.22,3853507
2021-12-02,NIFTY50,1023.55,1024.89,1022.75,1023.49,4399244
2021-12-03,NIFTY50,1022.32,1024.5,1022.06,1021.26,2781336
2021-12-06,NIFTY50,1020.45,1021.22,1020.29,1017.95,1624588
2021-12-07,NIFTY50,1021.01,1022.4,1018.62,1021.21,4868049
2021-12-08,NIFTY50,1022.34,1024.04,1019.44,1022.95,4599100
2021-12-09,NIFTY50,1022.38,1022.97,1018.77,1022.64,4522554
2021-12-10,NIFTY50,1020.2,1020.34,1016.84,1018.25,3154327
2021-12-13,NIFTY50,1018.3,1021.34,1016.25,1017.95,2150127
2021-12-14,NIFTY50,1019.64,1020.35,1019.08,1017.42,1805408
2021-12-15,NIFTY50,1025.37,1027.15,1023.44,1026.74,3489913
2021-12-16,NIFTY50,1023.78,1024.93,1022.77,1022.7,4917000
2021-12-17,NIFTY50,1022.21,1023.21,1020.75,1023.46,4656219
2021-12-20,NIFTY50,1023.38,1023.48,1019.05,1024.33,3678306
2021-12-21,NIFTY50,1027.55,1027.56,1025.17,1026.65,3214904
2021-12-22,NIFTY50,1030.73,1032.05,1030.31,1029.6,4979238
2021-12-23,NIFTY50,1026.58,1027.98,1024.53,1026.93,3350716
2021-12-24,NIFTY50,1026.27,1027.11,1024.06,1025.43,1293257
2021-12-27,NIFTY50,1028.96,1029.94,1027.83,1029.06,2819456
2021-12-28,NIFTY50,1026.65,1027.71,1025.02,1026.17,2588265
2021-12-29,NIFTY50,1029.3,1033.61,1029.15,1027.52,2978964
2021-12-30,NIFTY50,1029.78,1031.98,1028.06,1027.55,2264008
2021-12-31,NIFTY50,1027.45,1028.41,1027.17,1027.68,4576507
2022-01-03,NIFTY50,1028.72,1030.45,1025.57,1028.16,3262638
2022-01-04,NIFTY50,1020.91,1022.29,1019.3,1020.35,3768654
2022-01-05,NIFTY50,1019.88,1020.67,1019.74,1020.58,4127266
2022-01-06,NIFTY50,1019.44,1021.56,1019.29,1020.61,3867640
2022-01-07,NIFTY50,1018.14,1019.37,1014.2,1017.87,2382212
2022-01-10,NIFTY50,1020.89,1022.26,1018.12,1020.55,2259112
2022-01-11,NIFTY50,1017.63,1020.37,1016.62,1018.13,4876345
2022-01-12,NIFTY50,1017.7,1020.12,1014.72,1016.34,2125269
2022-01-13,NIFTY50,1018.63,1019.15,1014.09,1018.85,4180863
2022-01-14,NIFTY50,1020.78,1021.52,1019.97,1021.33,3562600
2022-01-17,NIFTY50,1017.46,1017.75,1016.48,1018.14,2862870
2022-01-18,NIFTY50,1018.57,1022.12,1017.43,1016.63,3233414
2022-01-19,NIFTY50,1018.93,1019.75,1018.54,1018.17,2643063
2022-01-20,NIFTY50,1017.83,1019.89,1017.63,1016.95,2940374
2022-01-21,NIFTY50,1018.55,1021.26,1017.68,1018.65,1004331
2022-01-24,NIFTY50,1019.47,1022.52,1014.41,1019.95,2565976
2022-01-25,NIFTY50,1018.61,1020.84,1017.25,1020.11,4328986
2022-01-26,NIFTY50,1019.33,1020.59,1019.07,1018.83,4976808
2022-01-27,NIFTY50,1018.06,1021.12,1017.61,1017.56,4436421
2022-01-28,NIFTY50,1018.94,1020.01,1014.85,1020.09,1212854
2022-01-31,NIFTY50,1019.94,1023.36,1018.59,1020.24,1550049
2022-02-01,NIFTY50,1021.17,1023.41,1020.37,1022.44,1789694
2022-02-02,NIFTY50,1019.83,1022.31,1015.85,1020.12,2553416
2022-02-03,NIFTY50,1025.0,1025.31,1023.33,1023.84,4065915
2022-02-04,NIFTY50,1020.13,1021.22,1019.03,1018.79,3956156
2022-02-07,NIFTY50,1021.73,1022.05,1021.44,1020.18,1780080
2022-02-08,NIFTY50,1023.94,1024.94,1022.26,1024.6,3281696
2022-02-09,NIFTY50,1024.29,1026.52,1023.87,1025.48,3447154
2022-02-10,NIFTY50,1021.71,1024.61,1019.13,1023.56,2133243
2022-02-11,NIFTY50,1023.1,1023.82,1022.04,1023.94,1004677
2022-02-14,NIFTY50,1020.87,1023.52,1019.66,1022.03,1204580
2022-02-15,NIFTY50,1019.31,1020.13,1019.15,1018.73,1130334
2022-02-16,NIFTY50,1020.83,1021.35,1019.98,1019.67,4619809
2022-02-17,NIFTY50,1021.96,1023.88,1021.12,1022.81,4641512
2022-02-18,NIFTY50,1020.58,1022.5,1017.03,1021.0,1363581
2022-02-21,NIFTY50,1023.04,1023.73,1020.91,1023.15,3075996
2022-02-22,NIFTY50,1023.75,1023.84,1023.24,1024.13,1968121
2022-02-23,NIFTY50,1025.31,1025.38,1022.55,1025.64,3052109
2022-02-24,NIFTY50,1027.11,1028.62,1026.22,1028.39,3508963
2022-02-25,NIFTY50,1026.3,1026.76,1024.1,1027.6,4626403
2022-02-28,NIFTY50,1025.04,1026.89,1024.11,1025.59,2633012
2022-03-01,NIFTY50,1024.2,1025.98,1021.51,1025.05,2881934
2022-03-02,NIFTY50,1024.45,1026.52,1023.41,1024.97,3696711
2022-03-03,NIFTY50,1028.0,1031.69,1027.8,1027.54,1558745
2022-03-04,NIFTY50,1026.03,1027.89,1021.49,1026.79,1566819
2022-03-07,NIFTY50,1029.83,1032.82,1028.05,1028.44,3301487
2022-03-08,NIFTY50,1027.8,1029.1,1026.66,1028.86,3563668
2022-03-09,NIFTY50,1028.37,1028.53,1025.81,1027.17,4798043
2022-03-10,NIFTY50,1030.4,1033.3,1027.83,1030.69,1194243
2022-03-11,NIFTY50,1030.29,1032.13,1029.7,1029.44,2561021
2022-03-14,NIFTY50,1031.25,1033.26,1030.96,1031.8,1257231
2022-03-15,NIFTY50,1030.98,1031.4,1029.76,1030.95,3870741
2022-03-16,NIFTY50,1034.76,1034.9,1034.47,1033.16,4715787
2022-03-17,NIFTY50,1038.41,1039.85,1035.23,1038.83,1617423
2022-03-18,NIFTY50,1036.68,1037.03,1035.29,1036.1,1590642
2022-03-21,NIFTY50,1039.8,1040.9,1037.52,1040.68,1637031
2022-03-22,NIFTY50,1039.08,1039.63,1038.86,1039.09,3865893
2022-03-23,NIFTY50,1040.43,1043.77,1038.82,1040.82,3003369
2022-03-24,NIFTY50,1039.81,1042.49,1039.03,1038.85,2606756
2022-03-25,NIFTY50,1039.01,1041.61,1038.18,1038.42,2250844
2022-03-28,NIFTY50,1042.47,1044.13,1041.51,1042.01,1916094
2022-03-29,NIFTY50,1039.58,1041.2,1037.07,1040.43,1095057
2022-03-30,NIFTY50,1043.99,1046.29,1043.74,1045.67,2086985
2022-03-31,NIFTY50,1041.17,1042.81,1040.05,1040.37,1246889
2022-04-01,NIFTY50,1039.34,1042.41,1033.48,1040.41,3524838
2022-04-04,NIFTY50,1041.31,1043.56,1037.2,1039.14,3246609
2022-04-05,NIFTY50,1043.71,1045.54,1041.53,1042.51,2465088
2022-04-06,NIFTY50,1046.94,1048.97,1046.19,1045.98,2953574
2022-04-07,NIFTY50,1045.21,1045.75,1045.17,1043.86,3421012
2022-04-08,NIFTY50,1045.05,1046.15,1042.7,1043.46,1875584
2022-04-11,NIFTY50,1046.44,1047.12,1043.04,1046.85,2074958
2022-04-12,NIFTY50,1045.01,1045.79,1041.21,1044.79,3173827
2022-04-13,NIFTY50,1043.29,1045.95,1042.98,1043.67,4112252
2022-04-14,NIFTY50,1047.05,1049.15,1045.01,1047.74,3643859
2022-04-15,NIFTY50,1045.21,1047.55,1044.86,1045.48,4107977
2022-04-18,NIFTY50,1046.09,1046.55,1043.42,1046.75,1081238
2022-04-19,NIFTY50,1044.4,1044.49,1043.58,1044.33,2042536
2022-04-20,NIFTY50,1044.16,1047.22,1043.9,1042.98,4371553
2022-04-21,NIFTY50,1045.78,1046.81,1044.87,1046.84,2743227
2022-04-22,NIFTY50,1041.47,1042.62,1041.04,1040.88,3371693
2022-04-25,NIFTY50,1043.41,1043.53,1043.23,1042.47,4465760
2022-04-26,NIFTY50,1043.56,1045.8,1043.39,1043.38,4180897
2022-04-27,NIFTY50,1043.64,1044.31,1043.54,1042.73,1586470
2022-04-28,NIFTY50,1043.06,1044.19,1040.94,1042.64,3976060
2022-04-29,NIFTY50,1042.1,1044.14,1040.66,1042.44,4974409
2022-05-02,NIFTY50,1038.51,1038.56,1035.95,1038.86,4305141
2022-05-03,NIFTY50,1037.01,1037.36,1035.06,1036.11,1177216
2022-05-04,NIFTY50,1034.54,1034.99,1030.33,1034.05,1454988
2022-05-05,NIFTY50,1036.9,1037.64,1034.6,1037.98,3176512
2022-05-06,NIFTY50,1035.75,1036.01,1032.97,1036.24,4683460
2022-05-09,NIFTY50,1038.3,1039.95,1037.69,1040.37,3536015
2022-05-10,NIFTY50,1040.66,1041.54,1035.46,1041.84,1123662
2022-05-11,NIFTY50,1038.91,1042.12,1038.19,1040.05,2818352
2022-05-12,NIFTY50,1039.35,1042.85,1039.22,1037.96,4244571
2022-05-13,NIFTY50,1039.61,1042.38,1037.59,1040.38,3894558
2022-05-16,NIFTY50,1037.82,1040.4,1036.79,1037.77,1636438
2022-05-17,NIFTY50,1036.95,1038.33,1033.89,1036.4,2480175
2022-05-18,NIFTY50,1039.28,1040.29,1037.95,1039.45,2829484
2022-05-19,NIFTY50,1038.38,1038.9,1036.53,1039.32,2667690
2022-05-20,NIFTY50,1039.05,1039.64,1035.85,1039.55,3571920
2022-05-23,NIFTY50,1042.49,1042.96,1041.84,1041.61,2932656
2022-05-24,NIFTY50,1040.62,1042.19,1040.19,1041.36,1225121
2022-05-25,NIFTY50,1040.86,1042.24,1039.87,1040.22,2969036
2022-05-26,NIFTY50,1045.26,1047.09,1044.19,1045.48,4022733
2022-05-27,NIFTY50,1042.74,1044.4,1041.71,1042.43,1822922
2022-05-30,NIFTY50,1043.36,1043.49,1039.49,1043.14,4911451
2022-05-31,NIFTY50,1045.06,1046.49,1043.43,1045.83,3746153
2022-06-01,NIFTY50,1044.58,1045.95,1044.49,1043.54,3074722
2022-06-02,NIFTY50,1043.04,1046.01,1042.67,1044.98,2104188
2022-06-03,NIFTY50,1044.9,1046.06,1044.18,1043.07,3721914
2022-06-06,NIFTY50,1043.18,1043.66,1040.82,1042.58,2346879
2022-06-07,NIFTY50,1047.76,1048.76,1046.5,1048.13,4709726
2022-06-08,NIFTY50,1048.9,1049.85,1048.81,1049.49,4098192
2022-06-09,NIFTY50,1053.52,1053.67,1053.42,1053.42,1931310
2022-06-10,NIFTY50,1053.35,1054.83,1052.34,1053.29,4783112
2022-06-13,NIFTY50,1054.17,1055.14,1051.43,1054.58,3306569
2022-06-14,NIFTY50,1054.67,1057.14,1054.02,1054.44,1211463
2022-06-15,NIFTY50,1059.68,1061.42,1059.56,1061.08,3990996
2022-06-16,NIFTY50,1056.73,1058.5,1055.73,1057.57,2667788
2022-06-17,NIFTY50,1054.67,1056.2,1053.61,1055.55,1268602
2022-06-20,NIFTY50,1053.37,1053.45,1050.93,1052.4,3394820
2022-06-21,NIFTY50,1048.3,1049.67,1046.55,1048.22,1662213
